; PERSON  C:\Users\anthony_raborn\OneDrive - National Association of Boards of Pharmacy\an  Dec  9 2023  0:20
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
   594  -.9532  1   200.0     74.0  .1845   1.10   1.06   1.13    .79  .0000    .56   1.00  76.0  78.7   .60   .40  -.9531 0594
   595  -.5444  1   200.0     86.0  .1848    .88  -1.18    .86   -.97  .0000    .69   1.00  83.5  80.5   .63   .36  -.5446 0595
   596   .9596  1   200.0    130.0  .1845    .91   -.98    .92   -.38  .0000    .63   1.00  81.0  78.3   .59   .37   .9593 0596
   597   .4833  1   200.0    116.0  .1847    .96   -.36    .95   -.29  .0000    .65   1.00  80.5  80.3   .63   .38   .4836 0597
   598 -1.5382  1   200.0     57.0  .1875   1.03    .44    .94   -.20  .0000    .53   1.00  75.0  77.3   .54   .38 -1.5361 0598
   599   .5514  1   200.0    118.0  .1846    .84  -1.59    .79  -1.46  .0000    .70   1.00  83.0  80.1   .62   .35   .5517 0599
   600  -.6126  1   200.0     84.0  .1847   1.04    .38    .99    .00  .0000    .62   1.00  79.5  80.3   .63   .39  -.6129 0600
   601 -1.2606  1   200.0     65.0  .1853   1.26   2.89   1.43   2.00  .0000    .44   1.00  70.0  77.5   .57   .43 -1.2596 0601
   602  -.4760  1   200.0     88.0  .1849   1.05    .47   1.06    .45  .0000    .61   1.00  80.5  80.8   .63   .39  -.4763 0602
   603  -.3733  1   200.0     91.0  .1851   1.01    .15   1.02    .16  .0000    .63   1.00  80.0  81.1   .64   .38  -.3736 0603
   604   .6536  1   200.0    121.0  .1844    .88  -1.19    .86   -.91  .0000    .67   1.00  83.0  79.7   .62   .36   .6537 0604
   605  -.3391  1   200.0     92.0  .1851    .90   -.88    .86  -1.02  .0000    .69   1.00  83.0  81.1   .64   .36  -.3393 0605
   606  -.2705  1   200.0     94.0  .1852    .99   -.05    .92   -.58  .0000    .65   1.00  80.0  81.3   .64   .38  -.2707 0606
   607  1.2681  1   200.0    139.0  .1860    .98   -.19    .95   -.17  .0000    .57   1.00  77.5  77.1   .56   .38  1.2666 0607
   608  1.1991  1   200.0    137.0  .1855    .90  -1.21    .77  -1.16  .0000    .62   1.00  81.5  77.3   .56   .36  1.1979 0608
   609  2.5647  1   200.0    172.0  .2220    .98   -.09    .56  -1.09  .0000    .41   1.00  85.5  86.0   .38   .32  2.5529 0609
   610  -.4418  1   200.0     89.0  .1850   1.15   1.33   1.24   1.63  .0000    .56   1.00  77.0  80.9   .64   .41  -.4421 0610
   611   .3809  1   200.0    113.0  .1848   1.01    .12   1.03    .24  .0000    .63   1.00  79.5  80.7   .63   .38   .3812 0611
   612  1.2681  1   200.0    139.0  .1860   1.14   1.71   1.50   2.08  .0000    .47   1.00  73.5  77.1   .56   .41  1.2666 0612
   613 -1.3986  1   200.0     61.0  .1862    .93   -.85    .82   -.85  .0000    .60   1.00  78.5  77.3   .56   .37 -1.3971 0613
   614   .0040  1   200.0    102.0  .1853    .96   -.35    .88   -.91  .0000    .67   1.00  82.0  81.5   .64   .37   .0041 0614
   615 -1.2606  1   200.0     65.0  .1853   1.09   1.07   1.13    .68  .0000    .53   1.00  76.0  77.5   .57   .40 -1.2596 0615
   616   .9596  1   200.0    130.0  .1845   1.02    .21    .99    .01  .0000    .59   1.00  77.0  78.3   .59   .39   .9593 0616
   617  -.2705  1   200.0     94.0  .1852   1.01    .12   1.02    .21  .0000    .64   1.00  81.0  81.3   .64   .38  -.2707 0617
   618  1.9191  1   200.0    157.0  .1966   1.07    .90    .92   -.15  .0000    .44   1.00  76.0  79.5   .47   .37  1.9139 0618
   619   .0727  1   200.0    104.0  .1852   1.04    .36   1.06    .50  .0000    .62   1.00  81.0  81.4   .64   .39   .0728 0619
   620  -.2705  1   200.0     94.0  .1852   1.08    .70   1.10    .78  .0000    .61   1.00  80.0  81.3   .64   .40  -.2707 0620
   621  -.0990  1   200.0     99.0  .1853    .93   -.56    .89   -.86  .0000    .68   1.00  82.5  81.5   .64   .37  -.0990 0621
   622   .6195  1   200.0    120.0  .1845   1.08    .83   1.12    .79  .0000    .58   1.00  78.0  79.8   .62   .40   .6197 0622
   623  1.0278  1   200.0    132.0  .1847    .99   -.04    .88   -.61  .0000    .59   1.00  77.0  78.0   .58   .38  1.0272 0623
   624 -1.4333  1   200.0     60.0  .1865   1.04    .58   1.24   1.11  .0000    .52   1.00  77.0  77.3   .55   .39 -1.4317 0624
   625   .3125  1   200.0    111.0  .1849   1.13   1.16   1.08    .60  .0000    .59   1.00  76.0  80.9   .64   .41   .3128 0625
   626   .2098  1   200.0    108.0  .1851   1.18   1.55   1.25   1.74  .0000    .56   1.00  77.5  81.2   .64   .41   .2100 0626
   627   .9596  1   200.0    130.0  .1845    .97   -.34    .95   -.22  .0000    .61   1.00  79.0  78.3   .59   .38   .9593 0627
   628  1.3027  1   200.0    140.0  .1863    .95   -.56   1.05    .29  .0000    .57   1.00  80.5  77.1   .55   .37  1.3011 0628
   629   .2098  1   200.0    108.0  .1851   1.21   1.80   1.27   1.88  .0000    .54   1.00  76.5  81.2   .64   .42   .2100 0629
   630  -.3733  1   200.0     91.0  .1851    .98   -.10   1.10    .77  .0000    .63   1.00  82.0  81.1   .64   .38  -.3736 0630
   631 -1.5031  1   200.0     58.0  .1872   1.06    .76   1.19    .87  .0000    .51   1.00  75.5  77.3   .55   .39 -1.5012 0631
   632   .3809  1   200.0    113.0  .1848    .94   -.54    .91   -.58  .0000    .66   1.00  81.5  80.7   .63   .37   .3812 0632
   633  -.7490  1   200.0     80.0  .1846   1.02    .18   1.20   1.29  .0000    .60   1.00  79.5  79.7   .62   .39  -.7492 0633
   634 -1.1236  1   200.0     69.0  .1848   1.16   1.76   1.20   1.07  .0000    .52   1.00  72.5  78.0   .59   .41 -1.1231 0634
   635   .7556  1   200.0    124.0  .1844    .99   -.05   1.00    .05  .0000    .61   1.00  80.5  79.2   .61   .38   .7556 0635
   636   .4150  1   200.0    114.0  .1848    .89  -1.00    .80  -1.48  .0000    .69   1.00  81.5  80.6   .63   .36   .4153 0636
   637   .3809  1   200.0    113.0  .1848   1.14   1.26   1.15   1.03  .0000    .57   1.00  76.5  80.7   .63   .41   .3812 0637
   638   .5855  1   200.0    119.0  .1845   1.07    .66   1.06    .45  .0000    .59   1.00  78.0  79.9   .62   .40   .5857 0638
   639  -.4760  1   200.0     88.0  .1849    .88  -1.16    .82  -1.31  .0000    .69   1.00  83.5  80.8   .63   .36  -.4763 0639
   640  1.8049  1   200.0    154.0  .1938    .93   -.91    .88   -.36  .0000    .52   1.00  80.0  78.4   .49   .35  1.8005 0640
   641  -.6467  1   200.0     83.0  .1847   1.15   1.39   1.13    .87  .0000    .56   1.00  78.0  80.1   .63   .41  -.6470 0641
   642  -.0303  1   200.0    101.0  .1853   1.05    .48    .97   -.17  .0000    .63   1.00  78.5  81.5   .64   .39  -.0303 0642
   643 -2.3350  1   200.0     36.0  .2059   1.04    .42   1.23    .72  .0000    .40   1.00  82.0  82.3   .43   .35 -2.3273 0643
   644  1.0961  1   200.0    134.0  .1850    .91  -1.11    .94   -.24  .0000    .61   1.00  82.0  77.7   .58   .36  1.0954 0644
   645  -.4760  1   200.0     88.0  .1849    .88  -1.14    .86   -.98  .0000    .69   1.00  83.5  80.8   .63   .36  -.4763 0645
   646  -.8511  1   200.0     77.0  .1845   1.04    .49   1.08    .51  .0000    .59   1.00  76.0  79.2   .61   .39  -.8512 0646
   647  1.1304  1   200.0    135.0  .1851    .99   -.13   1.04    .26  .0000    .57   1.00  79.0  77.6   .57   .38  1.1295 0647
   648  -.3733  1   200.0     91.0  .1851    .92   -.73    .91   -.67  .0000    .67   1.00  84.0  81.1   .64   .37  -.3736 0648
   649   .0040  1   200.0    102.0  .1853   1.06    .58   1.10    .76  .0000    .61   1.00  81.0  81.5   .64   .39   .0041 0649
   650   .0040  1   200.0    102.0  .1853   1.03    .29   1.06    .50  .0000    .63   1.00  82.0  81.5   .64   .39   .0041 0650
   651 -1.4681  1   200.0     59.0  .1868    .91  -1.20    .75  -1.14  .0000    .61   1.00  77.5  77.3   .55   .36 -1.4664 0651
   652  -.6126  1   200.0     84.0  .1847   1.05    .53   1.03    .22  .0000    .61   1.00  80.5  80.3   .63   .39  -.6129 0652
   653 -2.7497  1   200.0     27.0  .2251   1.03    .26   1.23    .64  .0000    .35   1.00  86.5  86.5   .37   .32 -2.7372 0653
   654  -.0646  1   200.0    100.0  .1853   1.16   1.38   1.15   1.13  .0000    .58   1.00  78.0  81.5   .64   .41  -.0646 0654
   655   .3467  1   200.0    112.0  .1849    .98   -.14    .95   -.33  .0000    .65   1.00  80.5  80.8   .63   .38   .3470 0655
   656  1.1304  1   200.0    135.0  .1851    .96   -.47    .90   -.44  .0000    .60   1.00  79.0  77.6   .57   .37  1.1295 0656
   657  1.3723  1   200.0    142.0  .1869    .93   -.95    .90   -.38  .0000    .58   1.00  80.5  77.0   .54   .36  1.3704 0657
   658 -1.1578  1   200.0     68.0  .1849    .91  -1.06   1.03    .22  .0000    .62   1.00  81.5  77.9   .58   .36 -1.1572 0658
   659  1.1304  1   200.0    135.0  .1851    .97   -.28    .96   -.14  .0000    .58   1.00  80.0  77.6   .57   .38  1.1295 0659
   660  1.2335  1   200.0    138.0  .1857    .97   -.30    .72  -1.40  .0000    .59   1.00  74.0  77.2   .56   .38  1.2322 0660
   661  1.3027  1   200.0    140.0  .1863    .96   -.50    .90   -.41  .0000    .58   1.00  78.5  77.1   .55   .37  1.3011 0661
   662  2.1594  1   200.0    163.0  .2040   1.07    .78   1.39   1.12  .0000    .38   1.00  82.0  81.9   .44   .36  2.1521 0662
   663 -1.6444  1   200.0     54.0  .1889    .87  -1.80    .81   -.75  .0000    .59   1.00  82.0  77.4   .53   .35 -1.6418 0663
   664  1.2335  1   200.0    138.0  .1857   1.05    .59   1.04    .28  .0000    .54   1.00  76.0  77.2   .56   .39  1.2322 0664
   665   .0727  1   200.0    104.0  .1852   1.04    .42    .99   -.04  .0000    .63   1.00  79.0  81.4   .64   .39   .0728 0665
   666   .0040  1   200.0    102.0  .1853   1.03    .32   1.07    .59  .0000    .63   1.00  80.0  81.5   .64   .39   .0041 0666
   667   .9256  1   200.0    129.0  .1845   1.06    .68   1.02    .18  .0000    .57   1.00  76.5  78.5   .59   .39   .9253 0667
   668   .5514  1   200.0    118.0  .1846    .96   -.34    .84  -1.10  .0000    .65   1.00  80.0  80.1   .62   .38   .5517 0668
   669  1.6936  1   200.0    151.0  .1915   1.06    .76   1.59   1.94  .0000    .45   1.00  76.5  77.6   .50   .38  1.6899 0669
   670  -.8851  1   200.0     76.0  .1845   1.03    .34    .93   -.37  .0000    .60   1.00  76.0  79.0   .61   .39  -.8851 0670
   671  1.0961  1   200.0    134.0  .1850    .87  -1.59    .74  -1.41  .0000    .64   1.00  83.0  77.7   .58   .36  1.0954 0671
   672  1.1647  1   200.0    136.0  .1853    .98   -.26   1.02    .17  .0000    .57   1.00  80.5  77.4   .57   .38  1.1637 0672
   673  -.2019  1   200.0     96.0  .1852   1.00    .02    .99   -.07  .0000    .64   1.00  82.0  81.4   .64   .38  -.2020 0673
   674  1.4777  1   200.0    145.0  .1881    .94   -.78    .77   -.96  .0000    .57   1.00  79.0  77.0   .53   .36  1.4753 0674
   675 -1.6802  1   200.0     53.0  .1894    .92  -1.03    .80   -.81  .0000    .57   1.00  81.5  77.5   .52   .36 -1.6774 0675
   676   .6876  1   200.0    122.0  .1844    .99   -.04   1.13    .81  .0000    .61   1.00  82.0  79.5   .61   .38   .6877 0676
   677 -1.2263  1   200.0     66.0  .1852   1.05    .63   1.27   1.33  .0000    .54   1.00  75.5  77.6   .58   .39 -1.2254 0677
   678  1.0278  1   200.0    132.0  .1847   1.16   1.76   1.29   1.47  .0000    .50   1.00  74.0  78.0   .58   .41  1.0272 0678
   679 -1.6802  1   200.0     53.0  .1894   1.02    .31    .73  -1.12  .0000    .54   1.00  74.5  77.5   .52   .38 -1.6774 0679
   680  2.6657  1   200.0    174.0  .2276    .98   -.14    .95    .04  .0000    .38   1.00  87.0  87.0   .36   .31  2.6524 0680
   681   .3809  1   200.0    113.0  .1848    .86  -1.30    .83  -1.22  .0000    .70   1.00  83.5  80.7   .63   .36   .3812 0681
   682   .6876  1   200.0    122.0  .1844    .89  -1.18    .81  -1.20  .0000    .67   1.00  82.0  79.5   .61   .36   .6877 0682
   683 -2.1302  1   200.0     41.0  .1992   1.03    .40   1.07    .31  .0000    .45   1.00  80.0  80.3   .46   .36 -2.1244 0683
   684  -.2019  1   200.0     96.0  .1852   1.05    .48   1.03    .29  .0000    .62   1.00  80.0  81.4   .64   .39  -.2020 0684
   685  -.5785  1   200.0     85.0  .1848   1.03    .31   1.04    .32  .0000    .62   1.00  80.0  80.4   .63   .39  -.5788 0685
   686  1.0620  1   200.0    133.0  .1848   1.02    .29   1.00    .04  .0000    .57   1.00  78.5  77.8   .58   .39  1.0613 0686
   687  -.6467  1   200.0     83.0  .1847    .91   -.90    .86   -.93  .0000    .67   1.00  82.0  80.1   .63   .36  -.6470 0687
   688   .1070  1   200.0    105.0  .1852   1.20   1.71   1.27   1.87  .0000    .55   1.00  77.5  81.3   .64   .42   .1071 0688
   689   .3125  1   200.0    111.0  .1849    .94   -.57    .91   -.59  .0000    .67   1.00  83.0  80.9   .64   .37   .3128 0689
   690   .6195  1   200.0    120.0  .1845   1.03    .30   1.09    .61  .0000    .60   1.00  80.0  79.8   .62   .39   .6197 0690
   691 -1.1578  1   200.0     68.0  .1849    .95   -.57    .89   -.54  .0000    .61   1.00  78.5  77.9   .58   .37 -1.1572 0691
   692  -.5444  1   200.0     86.0  .1848    .83  -1.70    .77  -1.73  .0000    .71   1.00  84.5  80.5   .63   .35  -.5446 0692
   693 -1.2263  1   200.0     66.0  .1852   1.02    .28   1.12    .68  .0000    .56   1.00  77.5  77.6   .58   .39 -1.2254 0693
   694  1.8049  1   200.0    154.0  .1938   1.03    .40    .85   -.46  .0000    .49   1.00  76.0  78.4   .49   .37  1.8005 0694
   695   .5514  1   200.0    118.0  .1846   1.07    .74   1.09    .62  .0000    .59   1.00  77.0  80.1   .62   .40   .5517 0695
   696   .1070  1   200.0    105.0  .1852    .84  -1.49    .84  -1.21  .0000    .71   1.00  85.5  81.3   .64   .35   .1071 0696
   697  1.3027  1   200.0    140.0  .1863    .96   -.46    .78  -1.03  .0000    .58   1.00  79.5  77.1   .55   .37  1.3011 0697
   698   .3809  1   200.0    113.0  .1848    .92   -.72    .85  -1.06  .0000    .67   1.00  82.5  80.7   .63   .37   .3812 0698
   699   .0383  1   200.0    103.0  .1853   1.03    .30   1.05    .42  .0000    .63   1.00  81.5  81.4   .64   .39   .0385 0699
   700  1.5488  1   200.0    147.0  .1891    .97   -.34    .82   -.70  .0000    .54   1.00  78.0  77.1   .52   .37  1.5461 0700
   701   .5855  1   200.0    119.0  .1845    .90   -.98    .86   -.93  .0000    .67   1.00  82.0  79.9   .62   .36   .5857 0701
   702   .2098  1   200.0    108.0  .1851   1.07    .65   1.11    .85  .0000    .61   1.00  79.5  81.2   .64   .40   .2100 0702
   703   .7556  1   200.0    124.0  .1844    .87  -1.36    .77  -1.44  .0000    .67   1.00  81.5  79.2   .61   .36   .7556 0703
   704 -1.2263  1   200.0     66.0  .1852   1.12   1.40   1.08    .47  .0000    .52   1.00  75.5  77.6   .58   .40 -1.2254 0704
   705  -.2019  1   200.0     96.0  .1852   1.15   1.29   1.16   1.17  .0000    .58   1.00  78.0  81.4   .64   .41  -.2020 0705
   706   .3809  1   200.0    113.0  .1848   1.00    .07    .99   -.01  .0000    .63   1.00  80.5  80.7   .63   .38   .3812 0706
   707  1.4424  1   200.0    144.0  .1877   1.07    .88   1.26   1.10  .0000    .49   1.00  76.0  77.0   .53   .39  1.4402 0707
   708 -1.2606  1   200.0     65.0  .1853    .97   -.30    .92   -.32  .0000    .59   1.00  78.0  77.5   .57   .38 -1.2596 0708
   709  -.2019  1   200.0     96.0  .1852    .74  -2.48    .70  -2.51  .0000    .76   1.00  87.0  81.4   .64   .33  -.2020 0709
   710  -.2019  1   200.0     96.0  .1852   1.00    .04    .98   -.12  .0000    .64   1.00  81.0  81.4   .64   .38  -.2020 0710
   711  -.3391  1   200.0     92.0  .1851    .96   -.31    .91   -.63  .0000    .66   1.00  82.0  81.1   .64   .37  -.3393 0711
   712  -.9192  1   200.0     75.0  .1845   1.00    .00   1.13    .81  .0000    .60   1.00  80.5  78.9   .61   .38  -.9191 0712
   713 -3.9605  1   200.0     10.0  .3347   1.02    .15   1.71   1.03  .0000    .19   1.00  95.0  95.0   .23   .21 -3.9162 0713
   714   .2783  1   200.0    110.0  .1850   1.17   1.50   1.29   1.97  .0000    .55   1.00  78.5  81.0   .64   .41   .2786 0714
   715   .5855  1   200.0    119.0  .1845    .84  -1.64    .74  -1.80  .0000    .70   1.00  82.0  79.9   .62   .35   .5857 0715
   716   .0727  1   200.0    104.0  .1852    .99   -.06    .98   -.13  .0000    .65   1.00  81.0  81.4   .64   .38   .0728 0716
   717 -1.3639  1   200.0     62.0  .1860   1.14   1.68   1.15    .77  .0000    .49   1.00  76.5  77.4   .56   .41 -1.3626 0717
   718  -.4418  1   200.0     89.0  .1850    .88  -1.08    .85  -1.06  .0000    .69   1.00  84.0  80.9   .64   .36  -.4421 0718
   719   .3467  1   200.0    112.0  .1849    .87  -1.20    .85  -1.07  .0000    .69   1.00  85.5  80.8   .63   .36   .3470 0719
   720  -.2019  1   200.0     96.0  .1852    .95   -.37    .94   -.45  .0000    .66   1.00  82.0  81.4   .64   .37  -.2020 0720
   721 -1.8995  1   200.0     47.0  .1933   1.00   -.03   1.09    .40  .0000    .49   1.00  78.0  78.5   .49   .36 -1.8954 0721
   722  -.1333  1   200.0     98.0  .1853   1.04    .39   1.01    .11  .0000    .63   1.00  80.0  81.5   .64   .39  -.1333 0722
   723  2.2872  1   200.0    166.0  .2089   1.01    .09   1.24    .72  .0000    .41   1.00  82.5  83.2   .42   .34  2.2787 0723
   724   .0040  1   200.0    102.0  .1853   1.09    .78   1.14   1.02  .0000    .60   1.00  80.0  81.5   .64   .40   .0041 0724
   725  1.3374  1   200.0    141.0  .1866   1.07    .94   1.48   1.95  .0000    .49   1.00  75.5  77.0   .55   .39  1.3357 0725
   726   .6536  1   200.0    121.0  .1844    .99   -.06    .95   -.25  .0000    .62   1.00  79.0  79.7   .62   .38   .6537 0726
   727  1.9973  1   200.0    159.0  .1988    .99   -.15   1.11    .45  .0000    .45   1.00  83.0  80.2   .46   .35  1.9914 0727
   728  -.5785  1   200.0     85.0  .1848    .97   -.25    .95   -.33  .0000    .65   1.00  81.0  80.4   .63   .38  -.5788 0728
   729  -.1676  1   200.0     97.0  .1853   1.00    .07    .97   -.21  .0000    .65   1.00  80.5  81.4   .64   .38  -.1677 0729
   730 -1.6802  1   200.0     53.0  .1894   1.07    .88   1.41   1.56  .0000    .47   1.00  74.5  77.5   .52   .39 -1.6774 0730
   731   .2783  1   200.0    110.0  .1850    .87  -1.21    .85  -1.08  .0000    .70   1.00  84.5  81.0   .64   .36   .2786 0731
   732  -.4760  1   200.0     88.0  .1849    .95   -.43    .94   -.38  .0000    .66   1.00  82.5  80.8   .63   .37  -.4763 0732
   733   .6536  1   200.0    121.0  .1844   1.30   2.81   1.34   1.99  .0000    .48   1.00  71.0  79.7   .62   .44   .6537 0733
   734   .7216  1   200.0    123.0  .1844   1.00    .02   1.02    .17  .0000    .61   1.00  79.5  79.4   .61   .38   .7217 0734
   735   .8236  1   200.0    126.0  .1844    .91  -1.01    .85   -.86  .0000    .65   1.00  82.5  78.9   .60   .36   .8235 0735
   736  -.4076  1   200.0     90.0  .1850   1.11   1.01   1.10    .73  .0000    .59   1.00  78.5  81.0   .64   .40  -.4078 0736
   737  1.7304  1   200.0    152.0  .1922    .98   -.21    .91   -.24  .0000    .51   1.00  78.0  77.8   .50   .36  1.7265 0737
   738  -.8171  1   200.0     78.0  .1845   1.01    .12    .93   -.39  .0000    .62   1.00  79.5  79.3   .61   .38  -.8172 0738
   739   .3809  1   200.0    113.0  .1848   1.15   1.36   1.13    .90  .0000    .57   1.00  77.5  80.7   .63   .41   .3812 0739
   740 -1.5031  1   200.0     58.0  .1872    .91  -1.15    .65  -1.72  .0000    .61   1.00  82.5  77.3   .55   .36 -1.5012 0740
   741  -.9873  1   200.0     73.0  .1845    .96   -.41    .92   -.44  .0000    .62   1.00  78.0  78.6   .60   .38  -.9871 0741
   742  -.2362  1   200.0     95.0  .1852    .98   -.19    .97   -.16  .0000    .65   1.00  81.5  81.3   .64   .38  -.2364 0742
   743 -1.1578  1   200.0     68.0  .1849    .88  -1.42    .75  -1.41  .0000    .65   1.00  82.5  77.9   .58   .36 -1.1572 0743
   744 -1.1920  1   200.0     67.0  .1850   1.12   1.39   1.17    .91  .0000    .52   1.00  75.0  77.7   .58   .40 -1.1913 0744
   745 -1.6802  1   200.0     53.0  .1894   1.11   1.46   1.44   1.66  .0000    .45   1.00  76.5  77.5   .52   .39 -1.6774 0745
   746  -.1333  1   200.0     98.0  .1853    .92   -.70    .92   -.58  .0000    .68   1.00  84.0  81.5   .64   .37  -.1333 0746
   747  1.1647  1   200.0    136.0  .1853    .96   -.42    .88   -.57  .0000    .59   1.00  76.5  77.4   .57   .37  1.1637 0747
   748  1.3374  1   200.0    141.0  .1866   1.13   1.60   1.24   1.06  .0000    .48   1.00  72.5  77.0   .55   .40  1.3357 0748
   749   .6536  1   200.0    121.0  .1844    .90  -1.04    .82  -1.15  .0000    .67   1.00  83.0  79.7   .62   .36   .6537 0749
   750   .6195  1   200.0    120.0  .1845   1.01    .15   1.01    .15  .0000    .61   1.00  80.0  79.8   .62   .39   .6197 0750
   751   .2441  1   200.0    109.0  .1850   1.22   1.87   1.35   2.33  .0000    .53   1.00  77.0  81.1   .64   .42   .2443 0751
   752  -.5785  1   200.0     85.0  .1848    .92   -.71    .87   -.85  .0000    .67   1.00  83.0  80.4   .63   .37  -.5788 0752
   753   .0383  1   200.0    103.0  .1853    .96   -.35    .91   -.68  .0000    .67   1.00  81.5  81.4   .64   .37   .0385 0753
   754   .5174  1   200.0    117.0  .1846    .99   -.07    .94   -.36  .0000    .63   1.00  80.0  80.2   .63   .38   .5176 0754
   755  -.3391  1   200.0     92.0  .1851   1.09    .85   1.13    .99  .0000    .60   1.00  79.0  81.1   .64   .40  -.3393 0755
   756  1.5132  1   200.0    146.0  .1886    .98   -.26    .91   -.29  .0000    .54   1.00  77.5  77.0   .53   .37  1.5106 0756
   757   .1413  1   200.0    106.0  .1852   1.05    .51   1.06    .45  .0000    .62   1.00  80.0  81.3   .64   .39   .1415 0757
   758  -.9532  1   200.0     74.0  .1845    .87  -1.38    .84   -.97  .0000    .66   1.00  83.0  78.7   .60   .36  -.9531 0758
   759   .8916  1   200.0    128.0  .1844    .83  -1.96    .65  -2.25  .0000    .69   1.00  83.5  78.6   .60   .35   .8914 0759
   760  -.8171  1   200.0     78.0  .1845   1.00    .08   1.07    .46  .0000    .61   1.00  81.5  79.3   .61   .38  -.8172 0760
   761   .7556  1   200.0    124.0  .1844    .95   -.46    .96   -.16  .0000    .63   1.00  79.5  79.2   .61   .37   .7556 0761
   762 -1.8995  1   200.0     47.0  .1933    .90  -1.25    .63  -1.43  .0000    .56   1.00  80.0  78.5   .49   .35 -1.8954 0762
   763   .4492  1   200.0    115.0  .1847   1.16   1.50   1.23   1.50  .0000    .55   1.00  77.0  80.5   .63   .41   .4495 0763
   764  -.6126  1   200.0     84.0  .1847   1.15   1.36   1.12    .85  .0000    .57   1.00  75.5  80.3   .63   .41  -.6129 0764
   765  2.1180  1   200.0    162.0  .2026   1.03    .35    .86   -.33  .0000    .44   1.00  81.5  81.5   .44   .35  2.1112 0765
   766 -2.1701  1   200.0     40.0  .2004    .98   -.20    .88   -.27  .0000    .47   1.00  79.5  80.7   .46   .35 -2.1639 0766
   767   .1755  1   200.0    107.0  .1851   1.18   1.53   1.22   1.55  .0000    .56   1.00  77.0  81.2   .64   .41   .1758 0767
   768  -.5444  1   200.0     86.0  .1848    .85  -1.47    .83  -1.22  .0000    .70   1.00  84.5  80.5   .63   .35  -.5446 0768
   769  1.9973  1   200.0    159.0  .1988   1.00   -.03    .99    .08  .0000    .46   1.00  81.0  80.2   .46   .35  1.9914 0769
   770   .0040  1   200.0    102.0  .1853    .98   -.18    .96   -.27  .0000    .66   1.00  81.0  81.5   .64   .38   .0041 0770
   771  -.6808  1   200.0     82.0  .1846   1.00    .04   1.00    .05  .0000    .62   1.00  80.5  80.0   .62   .38  -.6811 0771
   772 -1.1236  1   200.0     69.0  .1848    .97   -.27    .86   -.74  .0000    .61   1.00  79.5  78.0   .59   .38 -1.1231 0772
   773   .1755  1   200.0    107.0  .1851   1.04    .39   1.01    .15  .0000    .63   1.00  81.0  81.2   .64   .39   .1758 0773
   774  1.8049  1   200.0    154.0  .1938   1.01    .14    .95   -.08  .0000    .48   1.00  78.0  78.4   .49   .37  1.8005 0774
   775  -.3733  1   200.0     91.0  .1851   1.01    .15   1.04    .30  .0000    .63   1.00  81.0  81.1   .64   .38  -.3736 0775
   776   .2098  1   200.0    108.0  .1851    .94   -.51    .92   -.58  .0000    .67   1.00  83.5  81.2   .64   .37   .2100 0776
   777   .1755  1   200.0    107.0  .1851    .81  -1.80    .76  -1.88  .0000    .73   1.00  86.0  81.2   .64   .34   .1758 0777
   778  1.7675  1   200.0    153.0  .1930    .96   -.48   1.04    .22  .0000    .50   1.00  79.5  78.1   .49   .36  1.7634 0778
   779  -.5444  1   200.0     86.0  .1848   1.00    .04    .97   -.15  .0000    .63   1.00  80.5  80.5   .63   .38  -.5446 0779
   780   .7896  1   200.0    125.0  .1844   1.08    .85   1.19   1.10  .0000    .56   1.00  78.0  79.1   .61   .40   .7895 0780
   781   .6536  1   200.0    121.0  .1844    .91   -.94    .85   -.92  .0000    .66   1.00  82.0  79.7   .62   .36   .6537 0781
   782  -.4076  1   200.0     90.0  .1850   1.08    .78   1.13    .98  .0000    .60   1.00  79.5  81.0   .64   .40  -.4078 0782
   783  -.5785  1   200.0     85.0  .1848   1.06    .57   1.06    .43  .0000    .60   1.00  79.0  80.4   .63   .39  -.5788 0783
   784  -.8171  1   200.0     78.0  .1845   1.16   1.61   1.24   1.47  .0000    .54   1.00  76.5  79.3   .61   .41  -.8172 0784
   785  -.9873  1   200.0     73.0  .1845   1.02    .24   1.07    .43  .0000    .59   1.00  78.0  78.6   .60   .39  -.9871 0785
   786  -.5785  1   200.0     85.0  .1848   1.00    .00   1.05    .39  .0000    .63   1.00  81.0  80.4   .63   .38  -.5788 0786
   787 -2.2929  1   200.0     37.0  .2044   1.09    .99   1.18    .60  .0000    .39   1.00  81.0  81.9   .44   .36 -2.2856 0787
   788  -.5102  1   200.0     87.0  .1849   1.05    .53   1.06    .43  .0000    .61   1.00  80.0  80.7   .63   .39  -.5105 0788
   789  -.2705  1   200.0     94.0  .1852   1.12   1.08   1.15   1.09  .0000    .59   1.00  79.0  81.3   .64   .40  -.2707 0789
   790 -1.4681  1   200.0     59.0  .1868    .96   -.52    .86   -.59  .0000    .58   1.00  78.5  77.3   .55   .37 -1.4664 0790
   791  1.4777  1   200.0    145.0  .1881   1.05    .68   1.44   1.70  .0000    .48   1.00  76.0  77.0   .53   .39  1.4753 0791
   792   .8916  1   200.0    128.0  .1844    .88  -1.34   1.00    .06  .0000    .64   1.00  82.5  78.6   .60   .36   .8914 0792
